##name	Lexique de Warhammer 40000
##version	0.0.3
##website	https://github.com/WillScarlettOhara/Dictionnaires
##date	2023-11-09
##description	Dictionnaire pour faciliter la lecture des livres Warhammer 400000 (ɔ) 2023
##sourceLang	French
##targetLang	French
Angels of Repentance	Les Angels of Repentance sont un Chapitre Space Marine loyaliste. 1, 2
Angels of Retribution	Les Angels of Retribution formaient un Chapitre Space Marine loyaliste. 1
Angels of Vengeance	Les Angels of Vengeance sont un Chapitre Space Marine successeur des Dark Angels créé lors de la Seconde Fondation. 2
Angels of Vigilance	Les Angels of Vigilance sont un Chapitre Space Marine loyaliste.
Angelus	Le terme "Angelus" peut désigner:<ul><li> Angelus (Blood Angels) : un archiviste du chapitre des Blood Angels</li> <li> Angelus Morte : Barge de Bataille des Dark Angels</li> <li> Angelus (Sous-secteur)</li> <li> Bolter Angelus : modèle d'arme des Blood Angels</li> <li> Serena d'Angelus : Commémoratrice durant la Grande Croisade</li></ul>
Angron	Angron est le Primarque de la légion des World Eaters.Il est célèbre pour son sens aigu de l'honneur et sa propension à la colère. Il fit partie des traîtres qui rejoignirent l'Hérésie d'Horus, et fut depuis élevé au rang de Prince Démon de Khorne.
Ankhet	Ankhet fut le nom d'une unité de l'antique XVème légion des Thousand Sons. 1
Ankhtowë	L’Ankhtowë fut un Croiseur d'Attaque de l'antique XVème légion des Thousand Sons. 1
Ankhu Anen	Ankhu Anen fut le nom d'une unité de l'antique XVème légion des Thousand Sons. 1
Annellus	Frère Annellus fut un Chapelain de l'antique XIème légion des Blood Angels. 1
Annihilateur à Fission	L'Annihilateur à Fission est une Arme Nécron utilisée par les Pylônes. 2, 3
Annihilateur à Plasma	L'Annihilateur à Plasma est la plus puissante arme à plasma utilisé par des engins terrestres de l'Imperium et du Chaos.
Annihilators	Les Annihilators furent un Chapitre Space Marine qui renièrent leur allégeance à l'Empereur pour devenir le Chapitre Renégat des Beasts of Annihilation. 1
Anomalie de Pardus	L'Anomalie de Pardus est une ancienne désignation des cartographes impériaux portant sur un ensemble de systèmes dans la zone de contrôle du Vaisseau-Monde eldar Ulthwé.
Anrek Barbatos	Anrek Barbatos, fut un Capitaine de la légion des Night Lords durant la Grande Croisade et l'Hérésie d'Horus. 1
Ansatsu	Frère Ansatsu fut un Grand Prêtre sanguinien des Angels Sanguine.
Ansgar	Ansgar peut désigner :<ul><li> Ansgar (Black Templars) : Champion de l'Empereur de la Croisade Solemnus.</li> <li> Ansgar (Eldar) : maison noble du Vaisseau-Monde Kaelor.</li> <li> Ansgar (Inquisition) : Inquisiteur de l'Ordo Hereticus.</li> <li> Ansgar (Space Wolves) : Sergent Long Croc lors de l'Hérésie d'Horus.</li> <li> Ansgar Heroth : Prêtre Loup du chapitre des Space Wolves</li></ul>
Ansgar (Space Wolves)	Frère Ansgar fut un Sergent de l'antique VIème légion des Space Wolves. 1
Ansvarr	Frère Ansvarr fut un Sergent de l'antique VIème légion des Space Wolves. 1
Antax	Antax est le principale Monde Forge du Secteur Vidar. 1
Anthony Reynolds	Anthony Reynolds est un concepteur de jeu et écrivain australien collaborateur des publications de Games Workshop et Black Library.
Antioc	Antioc est un Monde Forge situé dans le Segmentum Obscurus. 1
Anval Thawn	Anval Thawn est un héroïque Justicar connu dans tout le Chapitre des Chevaliers Gris. 1
Anvil 206	Anvil 206 est un Monde Ruche du Secteur Gothique. 1
Anvillus	Anvillus est un Monde Forge de l'Adeptus Mechanicus. 1
Anvilus 9	Anvilus 9 est un Monde Forge de l'Adeptus Mechanicus. 1
Anvirr Keltoc	Anvirr Keltoc est un Grand Prophète du Vaisseau-Monde Saim-Hann. 1
Aphael	Aphael peut désigner :<ul><li> Donatos Aphael : le capitaine actuel de la 2nd compagnie du chapitre des Blood Angels,</li> <li> Herume Aphael : Maître Augure des Thousand Sons durant la Bataille du Croc.</li></ul>
Apocalypse	Apocalypse peut désigner :<ul><li> Une série de livre de règles de Games Workshop permettant de jouer des parties de grande ampleur Apocalypse (4ème édition): Le livre de base adapté à la quatrième édition Apocalypse Reload (5ème édition): Une extension du livre précédent  Apocalypse (6ème édition): Le livre de base adapté à la sixième édition Apocalypse: Zone de Guerre Damnos (6ème édition): Une extension retraçant les évènements de Damnos Apocalypse: Zone de Guerre Pandorax (6ème édition): Une extension retraçant les évènements du Système Pandorax  Apocalypse: Zone de Guerre Damocles (6ème édition): Une extension retraçant les évènements du Golfe de Damocles Apocalypse: Zone de Guerre Valedor (6ème édition): Une extension retraçant les évènements du Système Valedor</li> <li> Apocalypse (4ème édition): Le livre de base adapté à la quatrième édition</li> <li> Apocalypse Reload (5ème édition): Une extension du livre précédent </li> <li> Apocalypse (6ème édition): Le livre de base adapté à la sixième édition</li> <li> Apocalypse: Zone de Guerre Damnos (6ème édition): Une extension retraçant les évènements de Damnos</li> <li> Apocalypse: Zone de Guerre Pandorax (6ème édition): Une extension retraçant les évènements du Système Pandorax </li> <li> Apocalypse: Zone de Guerre Damocles (6ème édition): Une extension retraçant les évènements du Golfe de Damocles</li> <li> Apocalypse: Zone de Guerre Valedor (6ème édition): Une extension retraçant les évènements du Système Valedor</li></ul>
Apocalypse: Zone de Guerre Damnos (6ème édition)	Apocalypse: Zone de Guerre Damnos (6ème édition) est une extension pour la sixième édition du système de jeu de Warhammer 40,000.Ce livre est un supplément pour Apocalypse (6ème édition) et ne peut pas être utilisé seul.
Apocalypse: Zone de Guerre Damocles (6ème édition)	Apocalypse: Zone de Guerre Damocles (6ème édition) est une extension pour la sixième édition du système de jeu de Warhammer 40,000.Ce livre est un supplément pour Apocalypse (6ème édition) et ne peut pas être utilisé seul.
Apocalypse: Zone de Guerre Pandorax (6ème édition)	Apocalypse: Zone de Guerre Pandorax (6ème édition) est une extension pour la sixième édition du système de jeu de Warhammer 40,000.Ce livre est un supplément pour Apocalypse (6ème édition) et ne peut pas être utilisé seul.
Apocalypse: Zone de Guerre Valedor (6ème édition)	Apocalypse: Zone de Guerre Valedor (6ème édition) est une extension pour la sixième édition du système de jeu de Warhammer 40,000.Ce livre est un supplément pour Apocalypse (6ème édition) et ne peut pas être utilisé seul.
Apocalypse (4ème édition)	Apocalypse (4ème édition) est une extension pour la quatrième édition du système de jeu de Warhammer 40,000.Il contient les règles de jeu permettant de jouer des parties de grande ampleur.
Apocalypse (6ème édition)	Apocalypse (6ème édition) est une extension pour la sixième édition du système de jeu de Warhammer 40,000.Il contient les règles de jeu permettant de jouer des parties de grande ampleur.
Apocalypse Reload (5ème édition)	Apocalypse Reload (5ème édition) est une extension pour la cinquième édition du système de jeu de Warhammer 40,000. Ce livre est un supplément pour Apocalypse (4ème édition) et ne peut pas être utilisé seul.
Apolakron	L'Apolakron, aussi connu sous le nom de Brethren of Steel, fut une loge guerrière de la Légion des Iron Warriors durant la Grande Croisade. 1
Apophis	Frère Apophis fut un Sergent de l'antique XVème légion des Thousand Sons. 1
Apostles of Contagion	Les Apostles of Contagion sont une bande de Space Marines du Chaos provenant de la Death Guard. 1
Apostles of Minthras	Les Apostles of Minthras sont une bande de Space Marines du Chaos. 1
Apothecae Majoris	"Apothecae Majoris" est un rang spécifique aux Chapitres de l'Adeptus Astartes. 1
Apothicaire	Apothicaire désigne un rang dans les armées de l'Adeptus Astartes. 1
Appel à la Tempête	L'Appel à la Tempête est la dénomination d'un pouvoir psychique propre aux Prêtres des Runes du Chapitre des Space Wolves. 1
April Lee	April Lee est une illustratrice et contributeur des publications de Sabertooth Games.
Aptus Non	Aptus Non (parfois écrit Adeptus Non) est un Grade de la Dîme employé par l'Adeptus Administratum et signifiant Non Applicable.1
Apôtre Noir	Les Apôtres Noirs forment le clergé des dieux sombre. Ils sont l'équivalent des Chapelains des Space Marines loyalistes. Ils dévouent leur vie à la propagation des paroles impies et ils répandent activement, à travers la galaxie, le culte du Chaos. 1
Apôtre Noir (Homonymie)	Le terme Apôtre Noir peut désigner :<ul><li> Apôtre Noir : leader religieux des Space Marines du Chaos</li> <li> Apôtre Noir (Roman) : roman d'Anthony Reynolds</li></ul>
Apôtre Noir (Roman)	Apôtre Noir est le premier tome de la série sur la légion renégate des Word Bearers.
Aquila	"Aquila" peut désigner :<ul><li> Aquila (Blood Angels) : un sergent des Blood Angels.</li> <li> Aquila (Custodes) : un sergent Terminator de la Legio Custodes lors de l'Hérésie d'Horus.</li> <li> Aquila (Dark Angels) : un sergent des Dark Angels.</li> <li> Aquila (Symbole) : l'aigle bicéphale symbole de l'Imperium.</li> <li> Aquila Ignis : un Titan de la Legio Mortis</li> <li> Aquila Lander : un aéronef de l'Imperium</li> <li> Signe de l'Aquila : un signe exécuté avec les mains sur le thorax.</li></ul>
Aquila (Symbole)	L'Aquila est le symbole de l'Imperium. Il s'agit d'un aigle bicéphale aux ailes déployées.En des temps antérieurs à l'Hérésie d'Horus, les têtes étaient aveugle d'un côté, et pourvue d'yeux de l'autre : la face aveugle représentait le regard sur le passé, tandis que l'autre tête regardait vers le futur. Après l'Hérésie et l'instauration du Culte Impérial, la signification de l'Aquila changea pour représenter l'alliance entre l'Imperium et l'Adeptus Mechanicus.L'Aquila se retrouve sur de nombreux objets fabriqués par l'Imperium, comme les armures énergétiques ou la proue de vaisseaux impériaux.1 ; 3
Aquila Lander	L'Aquila Lander est un aéronef de transport utilisé par les officiers de la Flotte Impériale et les dignitaires Impériaux. 1
Aquiloan Brotherhood	L'Aquiloan Brotherhood est un Chapitre Space Marine loyaliste, issu du patrimoine génétique des Ultramarines. 1
Araignée Spectrale	Le mot "Araignée Spectrale" peut désigner :<ul><li> Les Araignées Spectrales : Des Guerriers Aspects des Vaisseaux-Mondes Eldars.</li> <li> L'Araignée Spectrale (Créature) : Une créature circulant dans le Circuit d'Infinité des Vaisseaux-Mondes Eldars.</li></ul>
Araignées Spectrales	Les Guerriers Aspects désignés sous le terme d'Araignées Spectrales représentent Khaine sous son aspect de défenseur agressif. 1, 3
Araken	Le terme "Araken" peut désigner:<ul><li> Araken (Civilisation) : civilisation antique et morte située dans le Segmentum Obscurus,</li> <li> Araken Anomaly: une Tempête Warp de grande ampleur,</li> <li> Système Araken : le système planétaire caché par cette tempête.</li></ul>
Araken (Civilisation)	Araken est le nom d'une très ancienne civilisation oubliée par l'histoire. Elle fut située jadis dans les systèmes aux confins du Sous-Secteur Achilles. 1-chap.7 Le nom d'Araken désigna longtemps le nom d'une Tempête Warp proche de l'Oeil de la Terreur qui cacha pendant des millénaires son système principal. 1-chap.8
Araken Anomaly	L'Anomalie d'Araken ("Araken Anomaly") désigne une Tempête Warp en bordure de la zone appelée l'Oeil de la Terreur. 1-chap.7
Aratan	L'Aratan fut un vaisseau de ligne de la Flotte Impériale. 1
Arbalète à Tachyons	L'Arbalète à Tachyons est une Arme Nécron utilisée uniquement par les Tétrarques, les Seigneurs Destroyer, et les Phaërons. 1-p. 89
Arboretum (Baal)	L'"Arboretum" est un vaste jardin botanique hermétiquement clos, situé dans la citadelle des Blood Angels sur Baal. 1a
Arcadium	Arcadium est un Monde Ruche appartenant à l'Imperium. 1
Archandor	Archandor est une planète dont la position exacte est inconnue. 1
Archange du Désespoir	L'Archange du Désespoir est un Space Hulk d'une taille impressionnante. Infestée par des Genestealers, l'épave fut reconquise par le chapitre des Blood Angels. 1
Arche Fantôme	L' Arche Fantôme est un véhicule antigrav Nécrons. 1
Arche Mechanicus	Les ‘’Arche Mechanicus’’ sont des vaisseaux d’exploration de l’Adeptus Mechanicus.1
Arche du Jugement Dernier	L' Arche du Jugement Dernier est un véhicule antigrav Nécrons. 1
Archeotechnologie	On emploi généralement le terme Archeotech pour découvertes antiques d'artefacts technologique dans les Cités Ruches. La source la plus riche en archeotechnologie sont des dômes abandonnés, mais des vieilles machines  peuvent être trouvées au fond de n'importe quelle profondeur de la Cité Ruche. La valeur de l'archeotechnologie varie selon sa nature. Par exemple, des tiges de combustible de crystal isotropic  peuvent se négocier pour un bon prix, tandis que des vieilles machines rouillées ne seront vendues qu'à la valeur du métal qu'elles contiennent.
Archiviste	Les Archivistes désignent les Psykers Space Marines capables de manipuler les pouvoirs du Warp. Ce sont à la fois des guerriers accomplis et les gardiens du savoir de leur chapitre. 1
Archonte	Les Archontes ou Prescients5-p.29 sont de puissants Psykers Eldars qui combinent leurs talents psychiques avec une expérience militaire, c'est pourquoi ils accompagnent souvent les troupes sur le champ de bataille. 4-p.27
Arco-Flagellant	Les Arco-Flagellants sont des hommes dont le corps et le mental ont été changés afin de servir un Inquisiteur.
Arcturus Morhde	Arcturus Morhde fut un Capitaine-Général de l'antique Garde de la Nuit de Thramassi au cours de l'Hérésie d'Horus. 1
Ardias	Ardias fut un Capitaine de la 3ème compagnie du Chapitre des Ultramarines. 1
Arenos Karlaen	"Arenos Karlaen" est le Capitaine actuel de la 1ère compagnie des Blood Angels à la fin du M41. 1,4
Ares' Fury	L'Ares' Fury fut un Rhino de l'antique XIIème légion des World Eaters. 1
Argante	Argante est une Station Spatiale du Secteur Gothique, servant de Dock Orbital à la Flotte Impériale. 1
Argastes	Frère "Argastes" est un Chapelain du Chapitre des Blood Angels. 2
Argel Tal	Argel Tal fut l'un des capitaines du Serrated Sun puis seigneur du Gal Vorbak dans l'antique XVIIème légion des Word Bearers. 1
Argent Hammer	Argent Hammer peut désigner :<ul><li> Argent Hammer (Barge de Bataille) : Une Barge de Bataille du Chapitre des Silver Skulls.</li> <li> Argent Hammers : Un Chapitre Space Marine devenu le Chapitre Renégat des Talons of Anathrax.</li></ul>
Argent Hammers	Les Argent Hammers furent un Chapitre Space Marine qui renièrent leur allégeance à l'Empereur pour devenir le Chapitre Renégat des Talons of Anathrax à la suite de la Croisade Abyssale. 1
Argentor	Argentor est un Monde Chevalier, situé dans le Segmentum Obscurus. 1
Argonus	Frère Argonus fut un Sergent Vétéran de la redoutable Legio Custodes au M31. 1
Argus Brond	Frère Argus Brond fut un Capitaine de l'antique XIIème légion des World Eaters. 1
Arimaspia	Arimaspia est un Monde Civilisé du Secteur Gothique. 1
Arius	Frère Arius fut un Techmarine de l'antique XIIIème légion des Ultramarines. 1
Ariyo	"Ariyo" est une planète de l'Imperium, siège d'une rébellion au M41. 1b
Arjac Poing de Pierre	Arjac Poing de Pierre est le Champion de Grimnar. 1
Arkhan Land	Arkhan Land est un technoarchéologiste qui fut responsable de la découverte de données SCS sur Mars permettant la construction des Land Raider et Land Speeder.
Arkio	Frère "Arkio", plus tard nommé "Arkio le Béni" ou "l'Ange Ressuscité", fut un Space Marine des Blood Angels, et l'élément central d'un schisme au sein de ce chapitre à la fin du M41. 1c
Arkurion	Arkurion est un Monde Forge de l'Adeptus Mechanicus. 1
Armageddon	Armageddon est un monde ruche de l'Imperium, célèbre pour avoir été le théâtre de trois conflits majeurs du M41.
Armageddon (Homonymie)	Le terme "Armageddon" renvoi à :<ul><li> Des lieux :Armageddon, monde principal du système d'Armageddon Système Armageddon, un système dans le sous-secteur du même nomSous-secteur Armageddon, le sous-secteur correspondantSecteur Armageddon, un secteur dans le Segmentum Solar</li> <li>Armageddon, monde principal du système d'Armageddon </li> <li>Système Armageddon, un système dans le sous-secteur du même nom</li> <li>Sous-secteur Armageddon, le sous-secteur correspondant</li> <li>Secteur Armageddon, un secteur dans le Segmentum Solar</li></ul>
